
> discogs-manager@2.0.0 dev
> ts-node src/index.ts collection query releases count(), artist group by artist order by count desc

count  artist                                                                                                                                                                                                     
    1  Geo Rip                                                                                                                                                                                                    
    1  Georg Friedrich Händel, Richard Lewis (3), Elsie Morison, Huddersfield Choral Society, Royal Liverpool Philharmonic Orchestra, Sir Malcolm Sargent                                                         
    1  George Clinton                                                                                                                                                                                             
    1  George Fitzgerald                                                                                                                                                                                          
    1  Georges Bizet, Leontyne Price, Franco Corelli, Robert Merrill, Mirella Freni, Herbert Von Karajan, Wiener Philharmoniker, Wiener Staatsopernchor, Die Wiener Sängerknaben                                  
    1  Gert Wilden & Orchestra                                                                                                                                                                                    
    1  Giuseppe Verdi, Placido Domingo, Montserrat Caballé, Sherrill Milnes, Ruggero Raimondi, Shirley Verrett, Carlo Maria Giulini, The Ambrosian Opera Chorus, Orchestra Of The Royal Opera House, Covent Garden
    1  Glenn Miller And His Orchestra                                                                                                                                                                             
    1  Gloria Gaynor                                                                                                                                                                                              
    1  Go-Go's                                                                                                                                                                                                    
    1  Gordon Bok, Ann Mayo Muir                                                                                                                                                                                  
    1  Gordon Bok, Ann Mayo Muir, Ed Trickett                                                                                                                                                                     
    1  Gordon Koang                                                                                                                                                                                               
    1  Gorillaz                                                                                                                                                                                                   
    1  Greg Packer                                                                                                                                                                                                
    1  Greyhouse                                                                                                                                                                                                  
    1  Grizzly Bear                                                                                                                                                                                               
    1  Guardians Of Dalliance                                                                                                                                                                                     
    1  Guru's Jazzmatazz, Angie Stone, The Roots                                                                                                                                                                  
    1  H31r                                                                                                                                                                                                       
    1  Halogenix                                                                                                                                                                                                  
    1  Handsome Boy Modeling School                                                                                                                                                                               
    1  Hannah Diamond                                                                                                                                                                                             
    1  Harry Belafonte                                                                                                                                                                                            
    1  Hazel (4)                                                                                                                                                                                                  
    1  Hector Berlioz, Eleanor Steber                                                                                                                                                                             
    1  Heintje                                                                                                                                                                                                    
    1  Herb Alpert                                                                                                                                                                                                
    1  Herb Alpert & The Tijuana Brass                                                                                                                                                                            
    1  Herb Alpert, Sérgio Mendes & Brasil '66                                                                                                                                                                    
    1  Herbie Hancock                                                                                                                                                                                             
    1  Herman's Hermits                                                                                                                                                                                           
    1  Hexstatic                                                                                                                                                                                                  
    1  Hieroglyphics                                                                                                                                                                                              
    1  High Bias (2), DJ Swingsett & J. Warrin                                                                                                                                                                    
    1  Honey Dijon                                                                                                                                                                                                
    1  Hot Chip                                                                                                                                                                                                   
    1  House Of Pain                                                                                                                                                                                              
    1  Howard Ashman, Alan Menken                                                                                                                                                                                 
    1  Howard Jones                                                                                                                                                                                               
    1  Hrdvsion, Midnight Operator                                                                                                                                                                                
    1  Huckleberry Hound                                                                                                                                                                                          
    1  Hyper On Experience                                                                                                                                                                                        
    1  IQU                                                                                                                                                                                                        
    1  IQU, Miranda July                                                                                                                                                                                          
    1  Ian Elms                                                                                                                                                                                                   
    1  Ian Pooley                                                                                                                                                                                                 
    1  Iggy Pop                                                                                                                                                                                                   
    1  Igor Stravinsky, James Levine (2), Chicago Symphony Orchestra                                                                                                                                              
    1  Ill Logic & DJ Raf                                                                                                                                                                                         
    1  Inner City                                                                                                                                                                                                 
    1  Innerzone Orchestra                                                                                                                                                                                        
    1  Invisibl Skratch Piklz                                                                                                                                                                                     
    1  Iron Butterfly                                                                                                                                                                                             
    1  Isaac Hayes                                                                                                                                                                                                
    1  JB & Asend                                                                                                                                                                                                 
    1  JB & Spice, Dark Angel                                                                                                                                                                                     
    1  Jack Benny, Frank Knight                                                                                                                                                                                   
    1  Jack Costanzo, As One, Yesterdays New Quintet                                                                                                                                                              
    1  James Brown                                                                                                                                                                                                
    1  James Brown & The Famous Flames                                                                                                                                                                            
    1  James Ruskin                                                                                                                                                                                               
    1  Jamey Aebersold                                                                                                                                                                                            
    1  Jamie xx                                                                                                                                                                                                   
    1  Jane Fonda                                                                                                                                                                                                 
    1  Jayda G                                                                                                                                                                                                    
    1  Jaydee                                                                                                                                                                                                     
    1  Jazzanova                                                                                                                                                                                                  
    1  Jazzanova, The Har-You Percussion Group, Carl Craig, Johnny Blas                                                                                                                                           
    1  Jean-Michel Jarre                                                                                                                                                                                          
    1  Jefferson Starship                                                                                                                                                                                         
    1  Jeru The Damaja                                                                                                                                                                                            
    1  Jesse Johnson's Revue                                                                                                                                                                                      
    1  Jimi Hendrix                                                                                                                                                                                               
    1  Jimpster                                                                                                                                                                                                   
    1  Jody Watley                                                                                                                                                                                                
    1  Joe Jackson                                                                                                                                                                                                
    1  Joe Sample                                                                                                                                                                                                 
    1  Joe Walsh                                                                                                                                                                                                  
    1  Joel Mull                                                                                                                                                                                                  
    1  Johannes Brahms, Jascha Heifetz, Fritz Reiner, Chicago Symphony Orchestra                                                                                                                                  
    1  Johannes Brahms, Zino Francescatti, Pierre Fournier, Bruno Walter, Columbia Symphony Orchestra                                                                                                             
    1  John Tejada                                                                                                                                                                                                
    1  John Tejada, Gui Boratto                                                                                                                                                                                   
    1  John Tejada, Rusta                                                                                                                                                                                         
    1  John Williams (4), Dory Previn, André Previn                                                                                                                                                               
    1  John Williams (7)                                                                                                                                                                                          
    1  Johnny Winter                                                                                                                                                                                              
    1  Jon Hopkins                                                                                                                                                                                                
    1  Joseph Shabason, Nick Krgovich, Tenniscoats                                                                                                                                                                
    1  Joy Division                                                                                                                                                                                               
    1  Juan Atkins, Moritz Von Oswald, Borderland (4)                                                                                                                                                             
    1  Julian Cope                                                                                                                                                                                                
    1  Julius Papp                                                                                                                                                                                                
    1  Jungle Brothers                                                                                                                                                                                            
    1  Junior Boys                                                                                                                                                                                                
    1  Justice                                                                                                                                                                                                    
    1  Jürgen Paape                                                                                                                                                                                               
    1  K                                                                                                                                                                                                          
    1  KMFDM                                                                                                                                                                                                      
    1  Kabuki, Daniel Savine                                                                                                                                                                                      
    1  Kaitlyn Aurelia Smith                                                                                                                                                                                      
    1  Kaitlyn Aurelia Smith, Joe Goddard                                                                                                                                                                         
    1  Kane West                                                                                                                                                                                                  
    1  Kay Starr, Della Reese                                                                                                                                                                                     
    1  Kelly Rowland                                                                                                                                                                                              
    1  Kemback                                                                                                                                                                                                    
    1  Kenneth Grahame                                                                                                                                                                                            
    1  Kid Loco                                                                                                                                                                                                   
    1  Kid Loops                                                                                                                                                                                                  
    1  Kieran Hebden                                                                                                                                                                                              
    1  King Britt, Sylk 130                                                                                                                                                                                       
    1  King Trigger                                                                                                                                                                                               
    1  Kinobe                                                                                                                                                                                                     
    1  Kit Clayton                                                                                                                                                                                                
    1  Kito (5)                                                                                                                                                                                                   
    1  Klute, John Tejada, Klute, Echo                                                                                                                                                                            
    1  Klute, Pieter K, Martsman                                                                                                                                                                                  
    1  Kodō                                                                                                                                                                                                       
    1  Konflict, Usual Suspects                                                                                                                                                                                   
    1  Kool Keith                                                                                                                                                                                                 
    1  Kool Moe Dee, KRS-One, Chuck D                                                                                                                                                                             
    1  Kruder & Dorfmeister                                                                                                                                                                                       
    1  Krust, Scorpio                                                                                                                                                                                             
    1  Kylie Minogue                                                                                                                                                                                              
    1  L.A. Dream Team                                                                                                                                                                                            
    1  LTJ Bukem                                                                                                                                                                                                  
    1  Lamb                                                                                                                                                                                                       
    1  Languis                                                                                                                                                                                                    
    1  Large Professor                                                                                                                                                                                            
    1  Larry Heard, Chad White                                                                                                                                                                                    
    1  Laura Olsher, Tutti Camarata                                                                                                                                                                               
    1  Laurie Anderson                                                                                                                                                                                            
    1  Lea Nicholson                                                                                                                                                                                              
    1  Led Zeppelin                                                                                                                                                                                               
    1  Lerner & Loewe                                                                                                                                                                                             
    1  Les Dudek                                                                                                                                                                                                  
    1  Linton Kwesi Johnson                                                                                                                                                                                       
    1  Lion Of Judah                                                                                                                                                                                              
    1  Liquid Liquid                                                                                                                                                                                              
    1  Little Feat                                                                                                                                                                                                
    1  Loggins And Messina                                                                                                                                                                                        
    1  Lou Reed                                                                                                                                                                                                   
    1  Luciano Pavarotti, Raina Kabaivanska, Piero Cappuccilli, Katia Ricciarelli, Ruggero Raimondi, Orchestra Del Teatro Arena Di Verona                                                                         
    1  Ludwig van Beethoven                                                                                                                                                                                       
    1  Lulu                                                                                                                                                                                                       
    1  Luscious Jackson                                                                                                                                                                                           
    1  Lush                                                                                                                                                                                                       
    1  Lync                                                                                                                                                                                                       
    1  M.A.N.D.Y. & The Sunsetpeople                                                                                                                                                                              
    1  M.C Think                                                                                                                                                                                                  
    1  MC 900 Ft Jesus, DJ Zero                                                                                                                                                                                   
    1  MC Lyte                                                                                                                                                                                                    
    1  MC Lyte, Yo-Yo                                                                                                                                                                                             
    1  MC Miker G. & DJ Sven                                                                                                                                                                                      
    1  MC Shan                                                                                                                                                                                                    
    1  MC Shan, Tragedy Khadafi, Imam Thug                                                                                                                                                                        
    1  MF Doom, Madlib, Madvillain                                                                                                                                                                                
    1  Machinedrum                                                                                                                                                                                                
    1  Madison Beer                                                                                                                                                                                               
    1  Madness                                                                                                                                                                                                    
    1  Mahogany Rush                                                                                                                                                                                              
    1  Makem & Clancy                                                                                                                                                                                             
    1  Man Or Astro-Man?                                                                                                                                                                                          
    1  Man Parrish                                                                                                                                                                                                
    1  Manitoba                                                                                                                                                                                                   
    1  Marc Kinchen                                                                                                                                                                                               
    1  Marcel Dettmann                                                                                                                                                                                            
    1  Maria McKee                                                                                                                                                                                                
    1  Marvin Gaye                                                                                                                                                                                                
    1  Mateo & Matos                                                                                                                                                                                              
    1  Matrix                                                                                                                                                                                                     
    1  Matrix (36)                                                                                                                                                                                                
    1  Matthew Dear                                                                                                                                                                                               
    1  Matthew Herbert                                                                                                                                                                                            
    1  Maurice Ravel, Boston Symphony Orchestra, Charles Munch                                                                                                                                                    
    1  Men At Work                                                                                                                                                                                                
    1  Mercury Rev                                                                                                                                                                                                
    1  Mescalito                                                                                                                                                                                                  
    1  Metallica                                                                                                                                                                                                  
    1  Michael Jackson                                                                                                                                                                                            
    1  Michael Martin Murphey                                                                                                                                                                                     
    1  Michael Mayer                                                                                                                                                                                              
    1  Michael Morales                                                                                                                                                                                            
    1  Miguel Migs                                                                                                                                                                                                
    1  Milli Vanilli                                                                                                                                                                                              
    1  Milton Berle, Hugh Downs, Arlene Francis                                                                                                                                                                   
    1  Mindy Meng Wang, Ashkan Shafiei, Jarabi Band, Music Yared, Ajak Kwai, Auscema Beats, Maryam Rahmani, Muluu Baqqalaa, Zeitgeist Freedom Energy Exchange, Rara Zulu, Tim Shiel                               
    1  Ming & FS, Nafis, Karsh Kale                                                                                                                                                                               
    1  Ming & FS, Soulstice                                                                                                                                                                                       
    1  Miss Bombay 1974                                                                                                                                                                                           
    1  Miss Kittin & The Hacker                                                                                                                                                                                   
    1  Missy Elliott                                                                                                                                                                                              
    1  Misty Lane                                                                                                                                                                                                 
    1  Modern English                                                                                                                                                                                             
    1  Mogwai                                                                                                                                                                                                     
    1  Molasses                                                                                                                                                                                                   
    1  Moloko                                                                                                                                                                                                     
    1  Money Mark                                                                                                                                                                                                 
    1  Monobox                                                                                                                                                                                                    
    1  Morgan Geist                                                                                                                                                                                               
    1  Morris Day                                                                                                                                                                                                 
    1  Morton Gould And His Orchestra                                                                                                                                                                             
    1  Mouse On Mars                                                                                                                                                                                              
    1  Mousse T.                                                                                                                                                                                                  
    1  Moving Fusion, Origin Unknown                                                                                                                                                                              
    1  Mr. Mister                                                                                                                                                                                                 
    1  Muslimgauze                                                                                                                                                                                                
    1  My Bloody Valentine                                                                                                                                                                                        
    1  Mystery Machine                                                                                                                                                                                            
    1  Nasty Thoughts                                                                                                                                                                                             
    1  Nathan Fake, DJ Koze, Michael Smith (6)                                                                                                                                                                    
    1  Naughty By Nature                                                                                                                                                                                          
    1  Nazareth (2)                                                                                                                                                                                               
